Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Shipping Days,Order Year,Order Month,Order Monthname,Profit Margin,Profitability,Returned,Manager,Discount Band
21970,Low,0.1,15.98,4.0,920,Jessie Kelly,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,0.37,United States,West,California,Redlands,92374,2015-03-27,2015-04-01,92.72219999999999,9,134.38,90491,5,2015,3,Mar,0.69,1,0,William,Medium
25678,High,0.03,8.04,8.94,920,Jessie Kelly,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,United States,West,California,Redlands,92374,2015-04-12,2015-04-14,-160.2755,9,76.77,90492,2,2015,4,Apr,-2.0877360948287094,0,0,William,Low
18395,Not Specified,0.01,65.99,8.99,922,Dolores Abrams,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5180,0.56,United States,West,California,Rancho Cucamonga,91730,2015-05-20,2015-05-21,396.972,14,782.0,87135,1,2015,5,May,0.5076368286445012,1,0,William,Low
19973,Critical,0.03,2.18,1.38,925,Ruth Dudley,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Push Pins,0.44,United States,East,Maine,Augusta,4330,2015-04-06,2015-04-06,-7.04,7,15.73,87134,0,2015,4,Apr,-0.44755244755244755,0,0,Erin,Low
19974,Critical,0.01,170.98,35.89,929,Calvin Conway,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,East,New Jersey,Old Bridge,8857,2015-04-06,2015-04-08,538.52,10,1719.07,87134,2,2015,4,Apr,0.31326240350887397,1,0,Erin,Low
21077,Critical,0.05,6.04,2.14,936,Robyn Garner,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",0.38,United States,West,California,Redlands,92374,2015-02-17,2015-02-19,-4.14,1,8.41,90588,2,2015,2,Feb,-0.4922711058263971,0,0,William,Low
23716,Not Specified,0.05,5.98,5.46,936,Robyn Garner,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1983,0.36,United States,West,California,Redlands,92374,2015-06-27,2015-06-27,-31.885,17,104.95,90589,0,2015,6,Jun,-0.30381133873272986,0,0,William,Low
23717,Not Specified,0.01,65.99,3.99,937,Kelly Shaw,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,United States,West,California,Redondo Beach,90278,2015-06-27,2015-06-28,-95.21050000000001,3,166.59,90589,1,2015,6,Jun,-0.5715259019148808,0,0,William,Low
22638,Low,0.09,100.98,35.84,940,Albert Maxwell,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,United States,East,Connecticut,New Milford,6776,2015-04-14,2015-04-19,-193.58,4,396.19,90844,5,2015,4,Apr,-0.4886039526489816,0,0,Erin,Medium
23479,Not Specified,0.03,31.74,12.62,945,Stephanie Sun Perry,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Wire Binding Strips,0.37,United States,West,California,Saratoga,95070,2015-03-06,2015-03-06,-4.300999999999994,3,98.7,86567,0,2015,3,Mar,-0.0435764944275582,0,0,William,Low
24459,Critical,0.09,90.98,56.2,946,Denise Parks,Express Air,Home Office,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,United States,East,Maine,Auburn,4210,2015-03-01,2015-03-02,-1570.32,20,1782.44,86566,1,2015,3,Mar,-0.8809945916833104,0,0,Erin,Medium
24693,Critical,0.08,14.2,5.3,947,Dorothy Buchanan,Express Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,United States,East,New Jersey,Bayonne,7002,2015-01-11,2015-01-13,27.23,5,72.11,86565,2,2015,1,Jan,0.37761752877548194,1,0,Erin,Medium
1279,Critical ,0.06,40.98,2.99,949,Ernest Oh,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,United States,West,California,Los Angeles,90049,2015-01-02,2015-01-04,-19.099200000000003,3,124.81,9285,2,2015,1,Jan,-0.15302619982373208,0,0,William,Medium
1128,Low,0.02,48.04,5.09,949,Ernest Oh,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,West,California,Los Angeles,90049,2015-03-22,2015-03-26,373.67,18,881.32,8257,4,2015,3,Mar,0.4239890164752871,1,0,William,Low
19279,Critical,0.06,40.98,2.99,950,Jane Shah,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.36,United States,Central,Minnesota,Prior Lake,55372,2015-01-02,2015-01-04,-14.80188,1,41.6,89083,2,2015,1,Jan,-0.35581442307692307,0,0,Chris,Medium
19127,Low,0.05,1500.97,29.7,950,Jane Shah,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,0.57,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-22,-2561.3235,1,1497.22,89084,0,2015,3,Mar,-1.7107195335354857,0,0,Chris,Low
19128,Low,0.02,48.04,5.09,950,Jane Shah,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-26,168.91889999999998,5,244.81,89084,4,2015,3,Mar,0.69,1,0,Chris,Low
19129,Low,0.03,4.28,1.6,950,Jane Shah,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,0.58,United States,Central,Minnesota,Prior Lake,55372,2015-03-22,2015-03-29,-6.2,1,4.55,89084,7,2015,3,Mar,-1.3626373626373627,0,0,Chris,Low
20073,Low,0.1,7.31,0.49,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Labels,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,0.38,United States,Central,Texas,Highland Village,75067,2015-02-12,2015-02-21,19.0647,4,27.63,90771,9,2015,2,Feb,0.69,1,0,Chris,Medium
20074,Low,0.08,6.7,1.56,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,0.52,United States,Central,Texas,Highland Village,75067,2015-02-12,2015-02-12,10.56,5,31.21,90771,0,2015,2,Feb,0.33835309195770585,1,0,Chris,Medium
25795,Not Specified,0.01,145.45,17.85,959,Sally House,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,United States,Central,Texas,Burleson,76028,2015-03-22,2015-03-23,837.6806999999999,8,1214.03,91581,1,2015,3,Mar,0.69,1,0,Chris,Low
20428,Low,0.03,2.94,0.96,960,Phillip Chappell,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,West,California,Redondo Beach,90278,2015-02-04,2015-02-08,-4.2,1,3.51,89401,4,2015,2,Feb,-1.1965811965811968,0,0,William,Low
20685,Not Specified,0.05,124.49,51.94,961,Benjamin Chan,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,California,Redwood City,94061,2015-02-24,2015-02-24,-44.1636,1,120.12,89402,0,2015,2,Feb,-0.3676623376623377,0,0,William,Low
2428,Low,0.03,2.94,0.96,962,Yvonne Clarke,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,Central,Illinois,Chicago,60610,2015-02-04,2015-02-08,-4.2,2,7.01,17636,4,2015,2,Feb,-0.5991440798858774,0,0,Chris,Low
25093,Medium,0.0,170.98,35.89,970,Lynn Payne,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,South,Virginia,Rose Hill,24281,2015-04-20,2015-04-21,-102.662,8,1452.18,86173,1,2015,4,Apr,-0.0706950928948202,0,0,Sam,No Discount
20536,Low,0.03,284.98,69.55,972,Gregory Holden,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,0.6,United States,West,California,Riverside,92503,2015-02-28,2015-03-05,-116.584,2,619.38,87259,5,2015,2,Feb,-0.1882269366140334,0,0,William,Low
20537,Low,0.0,12.99,14.37,972,Gregory Holden,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",0.73,United States,West,California,Riverside,92503,2015-02-28,2015-02-28,12.8961,1,18.69,87259,0,2015,2,Feb,0.69,1,0,William,No Discount
24298,Low,0.1,2.22,5.0,975,Francis Evans,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.55,United States,East,Massachusetts,Boston,2108,2015-04-04,2015-04-09,-21.3192,3,8.8,87260,5,2015,4,Apr,-2.4226363636363635,0,0,Erin,Medium
22646,Medium,0.0,37.76,12.9,980,Howard Burnett,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Companion Letter/Legal File, Black",0.57,United States,East,Vermont,South Burlington,5403,2015-02-05,2015-02-06,93.8468,12,477.2,87258,1,2015,2,Feb,0.19666135792120704,1,0,Erin,No Discount
20010,Low,0.09,300.97,7.18,983,Sue Drake,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Gyration Ultra Professional Cordless Optical Suite,0.48,United States,South,Arkansas,Searcy,72143,2015-04-27,2015-04-27,17.772,10,2848.38,90201,0,2015,4,Apr,0.006239336043645861,1,0,Sam,Medium
25895,High,0.05,4.28,5.17,993,Gail Currin,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1971,0.4,United States,West,California,Oxnard,93030,2015-02-19,2015-02-19,-104.57,9,38.58,89432,0,2015,2,Feb,-2.710471747019181,0,0,William,Low
19004,High,0.1,400.98,76.37,994,Neal Weber,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,0.6,United States,East,Maine,Sanford,4073,2015-03-14,2015-03-15,-969.0483660000001,2,810.47,89433,1,2015,3,Mar,-1.1956622280898739,0,0,Erin,Medium
23840,Low,0.09,7.64,5.83,995,Lloyd Spencer,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,Maine,West Scarborough,4070,2015-05-10,2015-05-15,4.032000000000004,9,72.83,89434,5,2015,5,May,0.05536180145544423,1,0,Erin,Medium
22639,Low,0.08,67.84,0.99,997,Phillip Pollard,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Fellowes Command Center 5-outlet power strip,0.58,United States,East,New Jersey,Bayonne,7002,2015-01-24,2015-01-29,-23.6344,1,63.66,89431,5,2015,1,Jan,-0.3712598177819667,0,0,Erin,Medium
19003,High,0.08,45.19,1.99,999,Rita Barton,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",0.55,United States,East,New Jersey,Ridgewood,7450,2015-03-14,2015-03-15,-71.83,3,127.22,89433,1,2015,3,Mar,-0.5646124823141015,0,0,Erin,Medium
19002,High,0.03,33.98,19.99,1000,Lynn Bell,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Linden® 12"" Wall Clock With Oak Frame",0.55,United States,East,Vermont,Bennington,5201,2015-03-14,2015-03-15,-0.7400000000000091,12,432.44,89433,1,2015,3,Mar,-0.0017112200536490822,0,0,Erin,Low
19380,Low,0.06,10.14,2.27,1005,Lloyd Dickson,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,United States,Central,Illinois,Buffalo Grove,60089,2015-03-04,2015-03-04,-3.88,1,12.18,90043,0,2015,3,Mar,-0.3185550082101806,0,0,Chris,Medium
20167,High,0.02,40.99,17.48,1005,Lloyd Dickson,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1893,0.36,United States,Central,Illinois,Buffalo Grove,60089,2015-02-27,2015-02-28,551.0928,23,950.43,90044,1,2015,2,Feb,0.5798352324737225,1,0,Chris,Low
18529,High,0.01,3.15,0.49,1008,Priscilla Frank,Regular Air,Home Office,Office Supplies,Labels,Small Box,Self-Adhesive Removable Labels,0.37,United States,East,Maine,Gorham,4038,2015-05-25,2015-05-27,17.5053,8,25.37,88371,2,2015,5,May,0.69,1,0,Erin,Low
18886,High,0.1,550.98,45.7,1009,Kristin George,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,United States,East,Maine,Saco,4072,2015-06-19,2015-06-21,818.546175,14,6963.67,88372,2,2015,6,Jun,0.11754522758832626,1,0,Erin,Medium
21184,Critical,0.09,28.48,1.99,1014,Theresa Winters,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-02,-17.15,6,160.17,88387,1,2015,3,Mar,-0.1070737341574577,0,0,Sam,Medium
21185,Critical,0.0,2.08,5.33,1014,Theresa Winters,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,0.43,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-03,-29.540000000000003,3,7.47,88387,2,2015,3,Mar,-3.954484605087015,0,0,Sam,No Discount
21186,Critical,0.06,45.99,4.99,1014,Theresa Winters,Express Air,Home Office,Technology,Telephones and Communication,Small Box,KF 788,0.56,United States,South,Arkansas,Bryant,72022,2015-03-01,2015-03-02,-329.784,10,370.81,88387,1,2015,3,Mar,-0.8893611283406596,0,0,Sam,Medium
20880,Not Specified,0.08,10.91,2.99,1014,Theresa Winters,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Heavy-Duty E-Z-D® Binders,0.38,United States,South,Arkansas,Bryant,72022,2015-03-05,2015-03-06,-2.1,11,119.99,88388,1,2015,3,Mar,-0.017501458454871242,0,0,Sam,Medium
20531,Medium,0.0,43.98,8.99,1015,Beverly Cameron,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,0.58,United States,South,North Carolina,Apex,27502,2015-03-18,2015-03-18,829.467,14,650.7,88390,0,2015,3,Mar,1.2747302904564315,1,0,Sam,No Discount
24752,High,0.02,6.48,7.86,1016,Francis Sherrill,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 213,0.37,United States,South,North Carolina,Asheville,28806,2015-06-12,2015-06-13,111.222,1,11.41,88389,1,2015,6,Jun,9.747765118317265,1,0,Sam,Low
25027,Medium,0.05,35.89,14.72,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.4,United States,South,North Carolina,Cary,27511,2015-04-08,2015-04-09,22.866,19,680.39,88391,1,2015,4,Apr,0.033607195872955214,1,0,Sam,Low
25028,Medium,0.0,11.48,5.43,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,0.36,United States,South,North Carolina,Cary,27511,2015-04-08,2015-04-08,115.728,6,75.52,88391,0,2015,4,Apr,1.5324152542372882,1,0,Sam,No Discount
24926,Critical,0.09,517.48,16.63,1020,Julie Porter,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,0.59,United States,Central,Kansas,Pittsburg,66762,2015-03-07,2015-03-07,909.36,5,2354.54,88632,0,2015,3,Mar,0.38621556652254796,1,0,Chris,Medium
23562,Critical,0.07,4.13,5.04,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",0.38,United States,Central,Kansas,Pittsburg,66762,2015-02-06,2015-02-07,-76.4244,20,79.06,88634,1,2015,2,Feb,-0.9666632937009866,0,0,Chris,Medium
23563,Critical,0.0,4.48,2.5,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,0.37,United States,Central,Kansas,Pittsburg,66762,2015-02-06,2015-02-08,8.732,14,65.14,88634,2,2015,2,Feb,0.13404973902364137,1,0,Chris,No Discount
18921,Critical,0.02,39.06,10.55,1023,Glen Newman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,0.37,United States,East,Pennsylvania,Wilkinsburg,15221,2015-05-15,2015-05-15,442.0899,16,640.71,88633,0,2015,5,May,0.69,1,0,Erin,Low
18922,Critical,0.1,37.7,2.99,1023,Glen Newman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,United States,East,Pennsylvania,Wilkinsburg,15221,2015-05-15,2015-05-16,455.12399999999997,18,659.6,88633,1,2015,5,May,0.69,1,0,Erin,Medium
21402,Not Specified,0.08,65.99,5.92,1026,Eugene Kerr,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,i500plus,0.58,United States,East,New York,Central Islip,11722,2015-02-07,2015-02-07,624.4016399999999,22,1137.6,89005,0,2015,2,Feb,0.5488762658227848,1,0,Erin,Medium
20872,High,0.1,5.98,3.85,1026,Eugene Kerr,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",0.68,United States,East,New York,Central Islip,11722,2015-05-29,2015-05-30,18.92200000000001,26,151.55,89008,1,2015,5,May,0.12485648300890802,1,0,Erin,Medium
20873,High,0.07,2.61,0.5,1026,Eugene Kerr,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 494,0.39,United States,East,New York,Central Islip,11722,2015-05-29,2015-06-01,39.350699999999996,22,57.03,89008,3,2015,5,May,0.69,1,0,Erin,Medium
22662,High,0.1,73.98,4.0,1027,Brian Bennett,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.79,United States,East,New York,Cheektowaga,14225,2015-03-12,2015-03-13,-229.87,5,347.23,89004,1,2015,3,Mar,-0.6620107709587305,0,0,Erin,Medium
22663,High,0.05,51.98,10.17,1027,Brian Bennett,Regular Air,Small Business,Technology,Office Machines,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,0.37,United States,East,New York,Cheektowaga,14225,2015-03-12,2015-03-13,329.9787,9,478.23,89004,1,2015,3,Mar,0.69,1,0,Erin,Low
24325,Medium,0.07,7.08,2.35,1028,Marguerite Rodgers,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,0.47,United States,East,New York,Commack,11725,2015-03-29,2015-03-30,30.49,13,93.82,89006,1,2015,3,Mar,0.32498401193775317,1,0,Erin,Medium
23398,Not Specified,0.05,83.1,6.13,1028,Marguerite Rodgers,Express Air,Small Business,Technology,Computer Peripherals,Small Box,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",0.45,United States,East,New York,Commack,11725,2015-05-08,2015-05-09,1152.5276999999999,20,1670.33,89007,1,2015,5,May,0.69,1,0,Erin,Low
21959,Critical,0.07,125.99,2.5,1035,Kent Burton,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,i2000,0.6,United States,East,Ohio,Delaware,43015,2015-03-13,2015-03-13,-604.4060000000001,1,100.59,90710,0,2015,3,Mar,-6.00860920568645,0,0,Erin,Medium
21960,Critical,0.03,99.99,19.99,1036,Jessica Huffman,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,United States,East,Ohio,Dublin,43017,2015-03-13,2015-03-14,293.66,6,598.38,90710,1,2015,3,Mar,0.4907583809619306,1,0,Erin,Low
20669,Critical,0.1,7.64,5.83,1038,Jon Hale,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,South,Florida,Belle Glade,33430,2015-06-16,2015-06-17,-403.18739999999997,5,39.36,90641,1,2015,6,Jun,-10.24358231707317,0,0,Sam,Medium
18404,Critical,0.06,55.94,4.0,1041,Mildred Chase,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",0.74,United States,West,California,Woodland,95695,2015-04-17,2015-04-18,-13.77,6,322.77,87846,1,2015,4,Apr,-0.04266195743098801,0,0,William,Medium
18405,Critical,0.07,6.3,0.5,1041,Mildred Chase,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 48,0.39,United States,West,California,Woodland,95695,2015-04-17,2015-04-17,44.9121,11,65.09,87846,0,2015,4,Apr,0.69,1,0,William,Medium
20937,Critical,0.0,14.42,6.75,1042,Jerome Burch,Express Air,Small Business,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,0.52,United States,West,California,Yuba City,95991,2015-05-16,2015-05-17,9.33,6,98.96,87847,1,2015,5,May,0.0942805173807599,1,0,William,No Discount
3926,Critical,0.02,209.84,21.21,1044,Erin Ballard,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,0.59,United States,West,California,Los Angeles,90004,2015-06-14,2015-06-14,2593.14,62,13546.94,28001,0,2015,6,Jun,0.19141887393020118,1,0,William,Low
3927,Critical,0.01,194.3,11.54,1044,Erin Ballard,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,0.59,United States,West,California,Los Angeles,90004,2015-06-14,2015-06-16,1162.76,32,6401.65,28001,2,2015,6,Jun,0.18163442237548133,1,0,William,Low
6711,High,0.0,6.68,5.66,1044,Erin Ballard,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1923,0.37,United States,West,California,Los Angeles,90004,2015-02-27,2015-02-28,-76.94,90,617.4,47813,1,2015,2,Feb,-0.12461937155814706,0,1,William,No Discount
24711,High,0.0,6.68,5.66,1047,Gayle Pearson,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1923,0.37,United States,East,Massachusetts,Boston,2109,2015-02-27,2015-02-28,-40.0088,23,157.78,89389,1,2015,2,Feb,-0.2535733299530993,0,0,Erin,No Discount
26259,Not Specified,0.03,5.44,7.46,1054,Keith R Atkinson,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Custom Binder Spines & Labels,0.36,United States,West,Arizona,Surprise,85374,2015-05-25,2015-05-27,-51.704,4,26.31,90069,2,2015,5,May,-1.9651843405549223,0,0,William,Low
26260,Not Specified,0.08,26.38,5.58,1054,Keith R Atkinson,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1883,0.39,United States,West,Arizona,Surprise,85374,2015-05-25,2015-05-26,144.7482,8,209.78,90069,1,2015,5,May,0.69,1,0,William,Medium
26261,Not Specified,0.06,20.99,2.5,1054,Keith R Atkinson,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory37,0.81,United States,West,Arizona,Surprise,85374,2015-05-25,2015-05-27,-112.189,1,17.83,90069,2,2015,5,May,-6.29214806505889,0,0,William,Medium
8200,Medium,0.09,138.75,52.42,1060,Gene Gilliam,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,United States,South,Georgia,Atlanta,30318,2015-03-24,2015-03-25,-445.97177625000006,23,2527.79,58628,1,2015,3,Mar,-0.17642754194375326,0,0,Sam,Medium
7980,Low,0.07,6.3,0.5,1060,Gene Gilliam,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 51,0.39,United States,South,Georgia,Atlanta,30318,2015-05-30,2015-05-30,4.1674,20,121.87,57061,0,2015,5,May,0.034195454172478865,1,0,Sam,Medium
26200,Medium,0.09,138.75,52.42,1062,Willie Robinson,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,United States,East,New York,Coram,11727,2015-03-24,2015-03-25,-335.31712500000003,6,659.42,91354,1,2015,3,Mar,-0.5085031163749963,0,0,Erin,Medium
25979,Low,0.04,22.38,15.1,1062,Willie Robinson,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,United States,East,New York,Coram,11727,2015-05-30,2015-06-07,16.021800000000013,18,403.53,91355,8,2015,5,May,0.039704111218496804,1,0,Erin,Low
25981,Low,0.06,17.78,5.03,1062,Willie Robinson,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Seth Thomas 13 1/2"" Wall Clock",0.54,United States,East,New York,Coram,11727,2015-05-30,2015-06-02,38.067299999999996,3,55.17,91355,3,2015,5,May,0.69,1,0,Erin,Medium
19445,Critical,0.01,15.99,13.18,1065,Vicki Bond,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,Central,Illinois,Burbank,60459,2015-02-18,2015-02-20,-99.43544000000001,23,377.44,88899,2,2015,2,Feb,-0.2634470114455278,0,0,Chris,Low
20445,Low,0.04,22.84,16.87,1068,Erik Barr,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1982,0.39,United States,Central,Illinois,Calumet City,60409,2015-03-16,2015-03-16,-97.28,12,286.4,87109,0,2015,3,Mar,-0.3396648044692738,0,0,Chris,Low
24737,Medium,0.02,15.94,5.45,1069,Pam Bennett,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16701 Slimline Battery Pencil Sharpener,0.55,United States,Central,Illinois,Carbondale,62901,2015-05-14,2015-05-15,139.61200000000002,41,664.34,87110,1,2015,5,May,0.21015142848541413,1,0,Chris,Low
22685,Not Specified,0.01,150.89,60.2,1072,Marion Owens,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",0.77,United States,East,Pennsylvania,Bethlehem,18018,2015-03-27,2015-03-30,-505.76,3,473.53,89631,3,2015,3,Mar,-1.068063269486622,0,0,Erin,Low
26176,High,0.04,19.23,6.15,1075,Theodore Tyson,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,United States,Central,Illinois,Romeoville,60441,2015-03-09,2015-03-10,152.43479999999997,11,220.92,86422,1,2015,3,Mar,0.6899999999999998,1,0,Chris,Low
23312,Not Specified,0.08,13.9,7.59,1080,Colleen Fletcher,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",0.56,United States,Central,Illinois,Saint Charles,60174,2015-05-08,2015-05-09,9.862000000000009,14,196.41,88461,1,2015,5,May,0.05021129270403752,1,0,Chris,Medium
24324,Not Specified,0.07,55.99,5.0,1083,Hazel Dale,Express Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory36,0.83,United States,Central,Illinois,Springfield,62701,2015-03-31,2015-04-02,-232.991,1,54.08,88460,2,2015,3,Mar,-4.308265532544379,0,0,Chris,Medium
